,0,1,2,3,4,5,6,7
0,85002.5854826416,72679.65625680937,30366.16623042546,20984.07163311389,13921.851862523821,15664.12970537569,2351598.565432216,219479535354.31073
1,84951.22615417663,72303.96241412692,30295.778063159232,21403.183473291887,13777.737061728383,15901.749949473917,5082838.545656319,454116328148.6367
2,84918.17705210813,72811.48341698346,29783.96002018089,20662.287634513785,13780.723090635194,15594.463133970246,2874553.405031264,3975670069734.657
3,84974.08640488381,72312.5040238975,30290.74745666037,20977.39444464656,13827.681666540957,14800.875012696852,637117.542496505,147615563283.76202
4,84934.3592737894,72304.96062486607,30347.818042185372,20674.457679444615,13784.221954700817,15268.264451729057,281636.101724841,89047173736.7302
5,84847.5389560629,72850.83224329785,30008.31963173311,20900.204826870642,13503.115280527782,16056.70819069711,38203028.922655664,1900863727793.6191
6,84896.68900696228,72298.76226245999,30184.406886523415,20627.298270613435,13032.790609817155,14955.465113208364,162814.5391542279,242382746972.20673
7,84963.93083712031,72082.94958232419,30471.21854146834,20983.304608738134,14547.262172147432,17639.28928304467,144181.79160920222,5007317602119.958
8,84980.1601109103,73930.59232247798,31216.06297070738,23151.41717826141,20341.480355111085,26542.767398540396,68833.27619368237,144921885901.6401
9,85306.48375817083,85194.6723847574,73227.17715534798,39599.02148573663,30900.948243106606,43568.752912684424,123725.72376230902,102346648694128.69
