,0,1,2,3,4,5,6,7
0,85342.78311128462,84412.15825320673,71537.44171965546,30833.2801467777,12156.95351077247,14764.492672624521,69384.23167246883,75517.21211202306
1,85328.76772055271,84402.35009494591,71432.175123997,30843.37165623252,12403.57087991434,13364.463491430477,58487.088951720485,87499.9486401161
2,85325.37499388987,84436.10750897379,71440.00390967014,30847.413513048185,11458.738274572073,13048.190403792092,64793.01651346155,87669.73931172295
3,85348.69930081806,84426.35057324238,71523.76972858506,31420.778082558147,11594.77155903848,14073.448503047277,41392.39881505283,85756.58645840567
4,85342.67598922945,84444.23351175708,71586.89265609041,30379.149391346535,11715.919746000674,14393.288984008463,41567.76381758106,88711.57437442621
5,85320.03858269437,84451.1400365538,71502.72467601,30573.261628467815,12550.43650434956,13713.285310127778,40998.45194206422,86465.65166797496
6,85341.39123939745,84430.57512947955,71512.34538343195,31162.663147114734,12105.723006203058,13598.560927349376,43848.61925780529,87177.65270085228
7,85346.28556403876,84401.81932686284,71547.47245632605,30532.06144332936,12800.454994151662,14542.807733474498,85795.06516984708,92932.62230388151
8,85367.29964019425,85126.98501299876,74617.15805039495,34345.2824308086,23676.154742456547,25470.156040804482,85505.70249593967,86742.23365857813
9,85372.38805528858,85367.79898708288,85376.22062156438,85367.97445905271,85369.43820065062,85379.00624114036,85424.5878690079,85823.02297980053
