,0,1,2,3,4,5,6,7
0,77362.00483710806,77138.89843725972,77268.19283052554,76201.13137910426,46667.13230241373,2911068754.1105356,4.1488684036437816e+32,6.1320006984976e+53
1,77179.12155080601,77313.4995103692,77233.40616050703,76265.88260646467,52828.77302582603,7257483583.86664,2.703121076122816e+33,9.676252033466538e+52
2,77344.88693744659,77260.06901259467,77246.32038764884,76317.30890397783,54616.49157320043,6027773499.723126,6.516795899805041e+32,2.1920665690370924e+53
3,77292.30769706836,77366.36682498928,77296.31074602067,76067.04047076956,51832.96608129989,3056074911.597268,5.388749864535106e+33,5.609838046409384e+53
4,77294.03807927016,77355.01932231987,77327.54000784687,76100.14504559574,47262.57232471106,19043096197.346508,5.318994082896354e+32,5.1688562876121285e+53
5,77255.32302800752,77306.06784902648,77328.89726740119,76253.32900754173,50169.04746946264,1850836879.6900723,2.1253305861540325e+32,1.349478596906853e+53
6,77357.11975950342,77193.59477690046,77283.89916224685,76212.80152408194,48615.83963950704,4211947618.4927993,1.3998710049050556e+32,3.4645354725237516e+53
7,77291.11456515807,77265.94303585474,77301.87405257877,76224.37959934557,50041.60154864962,5455335392.334245,1.7841245836846893e+32,4.0628293479217344e+52
8,77300.70349389182,77167.47050486997,77311.13731805663,76228.47585499068,50606.3878956754,6751064934.693204,7.669013475803921e+31,4.731899217576052e+53
9,77349.62544442128,77293.92608736896,77331.9925814132,76459.11596921796,62179.23925256616,83723541.19085157,3.864768701970848e+35,2.9050860360277973e+55
