,0,1,2,3,4,5,6,7
0,77216.24095834928,77225.49906548305,77367.62017929673,77202.08485025683,77320.56181177596,77342.15391634758,77357.66855845539,77377.75784333544
1,77303.17610929106,77294.73540485716,77237.96347592775,77229.36119963253,77324.59516746507,77230.17289756364,77315.45330018771,77271.32400244234
2,77023.0082900224,77249.0480887045,77356.85410889913,77282.72725113286,77316.99569472624,77321.26735162032,77354.71224555303,77298.41858366248
3,77328.368527233,77298.62324788306,77342.6937875909,77123.45503901115,77384.28074430038,77321.42570067532,77285.02535021436,77340.48106406983
4,77254.72569267565,77294.05950452553,77239.71166719825,77270.43756858364,77172.92340848623,77303.53571442548,77293.19297336141,77250.93382047517
5,77323.19877205754,77357.41815361306,77285.00193436586,77218.44766086194,77292.40400585913,77292.54376806442,77364.67896278009,77288.86956848115
6,77318.83792189971,77228.44056531164,77326.76440032729,77302.14117783129,77340.54462688342,77349.68150455217,77289.81740832426,77290.34753869465
7,77299.62251531756,77322.84202812506,77208.11577774167,77323.20630842596,77352.53247742653,77228.3585380394,77305.44932318045,77367.48205725683
8,77153.82988746178,77359.185140055,77361.35137258552,77342.54267347805,77336.27711427528,77371.21032274028,77335.91381795143,77400.96187866891
9,77233.31453645822,77319.43223892347,77163.17801164102,77367.70572080191,77317.38714929426,77363.20261856036,77234.43389755693,77367.2979297303
