,0,1,2,3,4,5,6,7
0,85342.92610248222,70905.92390441,20744.77650748364,11729.188621355963,62528.26860936325,75047.00799080936,,
1,85347.98792529543,70012.53998425412,20906.75498958452,11406.280607534052,56742.030246964154,83169.35883730173,,
2,85351.78715289372,70607.81171171673,20640.383129286296,11874.63215222657,60114.483036317586,79507.22298238135,,
3,85351.3932218027,72788.78474847293,20708.15736669444,11365.014431877811,54605.655975533205,5826792.385566933,,
4,85347.72409177056,69748.07751377202,21224.785556578077,11466.774804669176,56033.36408503883,106046.4014516653,,
5,85338.98602577022,70295.09445632578,21273.79279774917,11869.464123732116,58239.204577197204,76595.96012718765,,
6,85350.86880201777,71637.52054935988,20855.527634564827,11735.986904513073,59492.92301153528,95101.3436415392,,
7,85346.41947882298,71029.07250867473,21040.6459313232,13281.488147076558,50345.58819422749,85732.57102823669,,
8,85336.01452203884,78595.97487518526,42929.378874795475,46777.99026752696,68033.52743359294,85414.16462907255,,
9,85379.57086648185,85372.58601824293,85379.47583645952,85374.120503232,,,,
