,batchsize,datapoints,epochs,degree,analytical_error:,eta_RMSprop,eta_SGD,t0,t1,time,MSE_SGD,MSE_RMSprop,MSE_decay
0,16,5001,1000,12,26879.847061965058,0.1,1e-05,1000,100000.0,244.39209663800003,39551.09305975961,49190.45096265677,
1,16,5001,1000,12,26879.847061965058,0.1,1e-05,1000,100000.0,259.063575995,39531.80863451784,36023.378894429174,
2,16,5001,1000,12,26879.847061965058,0.1,1e-05,1000,100000.0,264.47933251300003,39518.44072341655,35060.90943680524,
3,16,5001,1000,12,26879.847061965058,0.1,1e-05,1000,100000.0,277.42527393200004,39570.41392377664,33971.445094398085,3.536742275443612e+35
4,16,5001,1000,12,26879.847061965058,0.1,1e-05,1000,100000.0,290.263334879,39543.7844439869,33109.49521218198,32708.6373198933
5,16,5001,1000,12,26879.847061965058,0.1,1e-05,1000,100000.0,330.16925366000004,39557.58348560634,32997.375967964246,32768.7135554361
6,16,5001,1000,12,26879.847061965058,0.1,1e-05,1000,100000.0,373.601753109,39538.81719041949,32368.44989065884,32741.60474058793
7,16,5001,1000,12,26879.847061965058,0.1,1e-05,1000,100000.0,1829.939910538,39550.831780108536,32100.695670407356,32723.132861055434
