,batchsize,datapoints,epochs,degree,analytical_error:,eta_RMSprop,eta_SGD,t0,t1,time,MSE_SGD,MSE_RMSprop,MSE_decay
0,16,20000,1000,18,20664.842853156937,0.1,1e-05,1000,1000000.0,992.2046676450001,33136.338872798326,318927.1435612643,
1,16,20000,1000,18,20664.842853156937,0.1,1e-05,1000,1000000.0,970.8562496830001,33081.289434580256,37668.815615884196,inf
2,16,20000,1000,18,20664.842853156937,0.1,1e-05,1000,1000000.0,1035.815186007,33034.63388849839,31038.597648814786,29929.058036727427
3,16,20000,1000,18,20664.842853156937,0.1,1e-05,1000,1000000.0,1074.0175176110001,33040.68586648679,29688.67560008315,29967.99455680079
4,16,20000,1000,18,20664.842853156937,0.1,1e-05,1000,1000000.0,1226.858591049,33025.110960378275,29326.635323478065,29915.68003014423
5,16,20000,1000,18,20664.842853156937,0.1,1e-05,1000,1000000.0,1359.917087058,33041.002184975536,29130.761984019755,29918.935638754785
6,16,20000,1000,18,20664.842853156937,0.1,1e-05,1000,1000000.0,4996.878013775,33030.434203632525,28909.496059508027,29960.789102544873
7,16,20000,1000,18,20664.842853156937,0.1,1e-05,1000,1000000.0,6665.137102934001,33030.960531985686,28846.834368828644,29946.277542150594
