,batchsize,datapoints,degree,analytical_error:,eta_RMSprop,eta_SGD,t0,t1,epochs,MSE_SGD,MSE_RMSprop,MSE_decay
0,16,5001,12,26879.847061965058,0.1,1e-05,1000,100000.0,1.0,84486.88364958164,63963.62042316407,53895.42345281977
1,16,5001,12,26879.847061965058,0.1,1e-05,1000,100000.0,10.0,76809.55597563896,52616.37213490293,44638.836136737526
2,16,5001,12,26879.847061965058,0.1,1e-05,1000,100000.0,100.0,60979.95463157562,42467.87077346912,36920.814498071566
3,16,5001,12,26879.847061965058,0.1,1e-05,1000,100000.0,1000.0,51740.75335371913,35544.00376544483,35083.88240448853
4,16,5001,12,26879.847061965058,0.1,1e-05,1000,100000.0,10000.0,41782.90474431549,33311.8017585346,34688.121832829616
