,batchsize,datapoints,analytical_error:,degree,epochs,eta,t0,t1,MSE_SGD,MSE_RMSprop
0,16,5000,24041.7960246958,12,1000,1e-07,1000,10.0,79647.99468162646,87601.87996980055
1,16,5000,24041.7960246958,12,1000,1e-06,1000,100.0,65161.458167083656,86782.1209835514
2,16,5000,24041.7960246958,12,1000,1e-05,1000,1000.0,51924.67335191114,81026.69801514808
3,16,5000,24041.7960246958,12,1000,0.0001,1000,10000.0,42914.15449143997,67046.66437311935
4,16,5000,24041.7960246958,12,1000,0.001,1000,100000.0,35571.507297344455,51504.314886724445
5,16,5000,24041.7960246958,12,1000,0.01,1000,1000000.0,32967.810925455524,41748.72703667036
6,16,5000,24041.7960246958,12,1000,0.1,1000,10000000.0,,34961.76493241521
7,16,5000,24041.7960246958,12,1000,1.0,1000,100000000.0,,35198.21010119022
8,16,5000,24041.7960246958,12,1000,10.0,1000,1000000000.0,,37760.815768029344
9,16,5000,24041.7960246958,12,1000,100.0,1000,10000000000.0,,2022785.455074075
