,batchsize,datapoints,epochs,degree,analytical_error,eta_ADAM,eta_RMSprop,eta_SGD,t0,t1,time,MSE_SGD,MSE_RMSprop,MSE_ADAM
0,1,200,100,5,33500.596565065105,0.1,0.1,0.001,1000,100000.0,1.044318007,43373.07600744896,45518.25556579833,48351.62775453131
1,2,200,100,5,33500.596565065105,0.1,0.1,0.001,1000,100000.0,0.532805862,44152.944725665475,46806.48064201758,47913.76938824185
2,4,200,100,5,33500.596565065105,0.1,0.1,0.001,1000,100000.0,0.25998958,46127.10535168557,48359.78329316949,50207.45199859263
3,8,200,100,5,33500.596565065105,0.1,0.1,0.001,1000,100000.0,0.13501105800000002,48826.815590139704,49768.460277398015,53978.59229320269
4,16,200,100,5,33500.596565065105,0.1,0.1,0.001,1000,100000.0,0.06818325700000001,51258.545259772065,51565.96902760573,56793.78218894556
5,32,200,100,5,33500.596565065105,0.1,0.1,0.001,1000,100000.0,0.030971894000000003,57698.153637638745,58240.76931335229,60657.946606027
6,64,200,100,5,33500.596565065105,0.1,0.1,0.001,1000,100000.0,0.016607875,64899.38955414601,64439.76154978181,63519.856300356245
7,128,200,100,5,33500.596565065105,0.1,0.1,0.001,1000,100000.0,0.009359608,70433.5551866844,71119.13427455217,67413.30925537417
