,batchsize,datapoints,degree,analytical_error:,eta_RMSprop,eta_SGD,t0,t1,epochs,MSE_SGD,MSE_RMSprop,MSE_decay
0,16,5000,12,24041.79602074917,1.0,1e-05,1000,100000.0,1.0,84864.480362647,51157.04694580328,79131.85425414365
1,16,5000,12,24041.79602074917,1.0,1e-05,1000,100000.0,10.0,76395.02137273758,42064.78467404224,41706.519493243875
2,16,5000,12,24041.79602074917,1.0,1e-05,1000,100000.0,100.0,60222.530419545175,36382.92214809969,35844.93719105093
3,16,5000,12,24041.79602074917,1.0,1e-05,1000,100000.0,1000.0,49239.071187845715,51736.55977529636,34665.61944865378
4,16,5000,12,24041.79602074917,1.0,1e-05,1000,100000.0,10000.0,40036.00194113106,35350.350989983286,34183.094529727576
