,batchsize,datapoints,analytical_error:,degree,epochs,eta,t0,t1,MSE_SGD,MSE_RMSprop
0,16,5000,24041.7960246958,12,1000,1e-07,1000,10.0,79671.60027001657,87601.80167253983
1,16,5000,24041.7960246958,12,1000,1e-06,1000,100.0,65141.7012371166,86782.39926861276
2,16,5000,24041.7960246958,12,1000,1e-05,1000,1000.0,51928.75627914068,81026.06998418624
3,16,5000,24041.7960246958,12,1000,0.0001,1000,10000.0,42903.27656131784,67076.27779321837
4,16,5000,24041.7960246958,12,1000,0.001,1000,100000.0,35483.72118685197,51507.897013456604
5,16,5000,24041.7960246958,12,1000,0.01,1000,1000000.0,36777.924686256,41922.677312182655
6,16,5000,24041.7960246958,12,1000,0.1,1000,10000000.0,,34982.61877614039
7,16,5000,24041.7960246958,12,1000,1.0,1000,100000000.0,,42033.34953612026
8,16,5000,24041.7960246958,12,1000,10.0,1000,1000000000.0,,36236.52128801085
9,16,5000,24041.7960246958,12,1000,100.0,1000,10000000000.0,,1005383.7795022307
