,nr_lambdas,min_lambda,max_lambda,sigma,datapoints,n_bootstrap,train_MSE,test_MSE,bias,variance
0,3,-5,80,0.3,150,1000,0.09134392110581187,0.14481304405089493,0.14300765906766322,0.0018053849832316842
1,3,-5,80,0.3,150,1000,0.09584143191115103,0.11390977947685642,0.10916714714066553,0.004742632336190887
2,3,-5,80,0.3,150,1000,0.08833825331776908,0.08732542587216964,0.08039039518058332,0.006935030691586336
3,3,-5,80,0.3,150,1000,0.08661772156719337,0.093299759160007,0.08554152240100504,0.007758236759001968
4,3,-5,80,0.3,150,1000,0.07012530690266626,0.12125630412547173,0.11236374669883883,0.008892557426632898
5,3,-5,80,0.3,150,1000,0.07952889685398283,0.09763567380777328,0.08171365491571457,0.015922018892058742
6,3,-5,80,0.3,150,1000,0.07371657458766744,0.12197912295435843,0.10055491015094131,0.021424212803417126
