,nr_lambdas,min_lambda,max_lambda,sigma,datapoints,n_bootstrap,train_MSE,test_MSE,bias,variance
0,6,-6,120,0.3,150,1000,0.09129569285879605,0.1443856551007758,0.14255876102270454,0.0018268940780712672
1,6,-6,120,0.3,150,1000,0.09270431723739249,0.17421042113446175,0.16705317331949707,0.007157247814964667
2,6,-6,120,0.3,150,1000,0.08491180819870303,0.11464059978807091,0.09171272720691512,0.02292787258115579
3,6,-6,120,0.3,150,1000,0.06642474265011011,0.1384214288224548,0.12278660939677448,0.015634819425680326
4,6,-6,120,0.3,150,1000,0.06908430088512936,0.11911114521637527,0.10296588754845605,0.01614525766791922
5,6,-6,120,0.3,150,1000,0.061934137675364744,0.14615606665273045,0.13021102905257673,0.015945037600153755
6,6,-6,120,0.3,150,1000,0.08036244613421507,0.08731993467889597,0.07820729396825998,0.009112640710636005
