,0,1,2,3,4,5,6,7
0,66749.72097290159,28695.895191207288,21640.896500756615,19796.053254686776,30531.287059537695,1.539808795721146e+97,inf,
1,66874.33574196744,28761.247857638977,21485.789459899235,19561.533671281246,30836.525008343713,7.817522444695757e+93,,
2,66960.66129875423,28872.489165963896,21832.489114677657,20255.124895812038,31294.53409926412,7.9175083978390075e+96,inf,
3,67179.27342433014,28844.082954264402,21613.980003306722,20040.464128807496,30663.316516177576,5.321726356802483e+96,inf,
4,67229.37451269312,28760.452447736665,22109.816573204862,18377.566967254472,31937.050614396412,2.0320983448844145e+85,inf,
5,66891.74357864291,28739.477551913704,21687.232037582857,19786.54115815532,31873.60035647474,2.906721429800752e+88,inf,
6,66915.20856331552,28859.39426032443,21844.374789242636,20213.7616068917,31077.873053739837,3.3879283835437003e+93,inf,
7,66889.45373620559,28725.652720665053,21875.166744890867,19705.807730735774,32117.135127831785,4.792099655917856e+88,,
8,67047.1442770651,29075.187288212626,23624.599510949087,21642.658581481894,31173.140249151234,1.6250935445041487e+75,3.0674410792314467e+258,
9,70117.90529448165,46545.79894166009,46090.02879440621,46527.59440462988,67292.5572368314,2.378770903522133e+86,,
