,0,1,2,3,4,5,6,7
0,85102.83067527873,67086.83193974783,28819.688399511702,20775.051160578972,15500.898305496836,28560.812130414317,,
1,85061.98217566652,66058.84682270986,28829.2934950836,20940.177103560127,14767.043084202809,44440.30860099466,,
2,85068.40219180664,66799.69958799219,28725.905416369682,20775.164565106123,14909.591797439945,31149.63424040417,,
3,85102.19179294234,66455.20689716152,28638.81488012313,20854.380600889897,15181.149179315118,34414.950889878455,,
4,85071.5165685198,66723.45782119725,28737.65667856374,20854.882197137147,15346.392416187367,32495.65979197206,,
5,85100.30798137022,66698.08132646575,28704.67373435303,20953.33778906094,15085.952558770776,33618.34634343737,,
6,85076.08973714491,66982.09761412982,28715.694546220377,20987.844839054924,14864.364030825494,28678.773994463554,,
7,85080.2167474694,66412.85439530446,28972.06736355473,21922.781956941795,21539.87260098601,59701.47810298408,85631.56246375002,
8,85095.05819968651,71746.06012919098,53695.981575069934,53713.32631826696,60596.609545142,85385.55530876003,,
9,85373.92569219912,85377.59119469262,85371.50738239329,85378.00779824771,,,,
