,Lambda value,MSE Kfold-crossvalidation Ridge
313,0.08267929141275761,0.0979022773534419
314,0.08509663568422125,0.09799160540721849
315,0.08758465730701348,0.09787150806272685
316,0.0901454227174503,0.0978216423352016
317,0.09278105876949164,0.0975277803997443
318,0.0954937545012085,0.09867556141060647
319,0.0982857629528972,0.0984898123707471
320,0.10115940303835104,0.09791590519266066
321,0.10411706147084344,0.09816713772825797
322,0.10716119474542223,0.09846094900840585
323,0.11029433117916136,0.09853135078302971
324,0.11351907301106487,0.09853083817255173
325,0.1168380985633668,0.0987084638467089
326,0.12025416446602255,0.0985921169529581
327,0.12377010794623881,0.09892308447514163
328,0.12738884918494384,0.09869367546738321
329,0.1311133937421563,0.09879054384217915
330,0.13494683505326377,0.09903127778805795
331,0.13889235699828884,0.09877956840756577
332,0.14295323654627307,0.09900097337988945
333,0.14713284647697691,0.09961107645294008
334,0.15143465818215537,0.09946392763410936
335,0.15586224454873618,0.10025742064614171
336,0.16041928292629556,0.09988729207825539
337,0.1651095581812955,0.09976602731351152
338,0.16993696584061976,0.09972198106474583
339,0.17490551532701928,0.1006996690326195
340,0.18001933328915445,0.10067299835443969
341,0.18528266702899943,0.09976593537092984
342,0.19069988802945595,0.10043042902903962
343,0.196275495585106,0.10093131655083183
344,0.20201412053911877,0.10004160123894752
345,0.20792052912941605,0.10020139745063374
346,0.2139996269472903,0.10018923305940411
347,0.220256463011763,0.10043059907987412
348,0.22669623396306762,0.10039885296577582
349,0.23332428837874014,0.100660166660839
350,0.24014613121590128,0.10046647066718328
351,0.2471674283834208,0.10118558412159717
352,0.25439401144776075,0.10136319656501452
353,0.2618318824764064,0.10048958316505605
354,0.2694872190229073,0.10139311920329291
355,0.2773663792576692,0.10137176213713932
356,0.2854759072487574,0.10082905429251968
357,0.2938225383971006,0.10105055191646736
358,0.30241320503060226,0.10139720658924564
359,0.3112550421618151,0.10141467491540797
360,0.3203553934139539,0.10157834653791828
361,0.32972181712017123,0.10165034752816093
362,0.3393620926011611,0.10195458877936997
363,0.3492842266263053,0.10191134477523775
364,0.35949646006372715,0.10187598276202015
365,0.370007274724778,0.10220655217739619
366,0.38082540040863944,0.10230351922024057
367,0.3919598221528928,0.10235420669011154
368,0.40341978769607845,0.10253832959054598
369,0.4152148151584415,0.10291061759048528
370,0.42735470094724515,0.10227531406127012
371,0.4398495278932158,0.10281468207410963
372,0.45270967362487824,0.10290166212421932
373,0.465945819187737,0.1032142751892145
374,0.4795689579154609,0.1038561885148592
375,0.4935904045604408,0.10332876420294204
376,0.5080218046913023,0.10352904635374302
377,0.5228751443651791,0.10335816580969213
378,0.5381627600827814,0.10357455324977738
379,0.5538973490345251,0.10411629738797526
380,0.5700919796462348,0.10374837581286483
381,0.5867601024331767,0.1036593157520779
382,0.6039155611714381,0.10402673540966012
383,0.6215726043959313,0.10445529459969971
384,0.6397458972345693,0.10464818535691504
385,0.6584505335884523,0.10458634620544405
386,0.6777020486681596,0.10443696062322425
387,0.6975164318965864,0.10482189597251478
388,0.717910140189021,0.10522184407796127
389,0.7389001116215025,0.10449975391869523
390,0.7605037794988069,0.10477384082218653
391,0.7827390868337488,0.10551545939622509
392,0.8056245012498221,0.10613280191435259
393,0.8291790303195585,0.10606670456738576
394,0.8534222373513435,0.1066351793685472
395,0.8783742576377997,0.10622805263157771
396,0.9040558151792354,0.10608157735461428
397,0.9304882398960455,0.10599201179987096
398,0.9576934853443624,0.10663031696643231
399,0.9856941469496701,0.10652695109583411
400,1.0145134807735248,0.10680249712160439
401,1.0441754228289704,0.10692322599524215
402,1.0747046089606898,0.10743460427564047
403,1.1061263953064038,0.10756316928790186
404,1.1384668793565134,0.10761729075208099
405,1.171752921629475,0.10716140894289242
406,1.2060121679809106,0.10766879149144423
407,1.2412730725649848,0.108615389058636
408,1.2775649214671154,0.10800839458419309
409,1.3149178570276505,0.10883491585656908
410,1.3533629028767078,0.10851592723054213
411,1.3929319897009764,0.10954972299487856
412,1.433657981763876,0.10885622809547484
413,1.4755747042010983,0.10901786664233437
414,1.5187169711142225,0.1098364470833802
415,1.5631206144856884,0.10962756535040248
416,1.6088225139392032,0.109708239194171
417,1.6558606273702599,0.11004679960343142
418,1.704274022472217,0.11072320790023359
419,1.7541029091841296,0.11112734467151053
420,1.8053886730872741,0.11093282019532759
421,1.8581739097781083,0.1109887127044494
422,1.912502460246215,0.11169012414055181
423,1.9684194472866112,0.11236823212382112
424,2.025971312976666,0.1115837091959963
425,2.0852058572487535,0.11175990400724675
426,2.146172277590679,0.11199801048488081
427,2.208921209906847,0.11211570329963999
428,2.2735047705741187,0.11254820108461946
429,2.3399765997272723,0.1126806733374314
430,2.4083919058100345,0.11306552633819614
431,2.4788075114286734,0.11323698226364251
432,2.5512819005462437,0.1135259833604136
433,2.6258752670566716,0.11367555918606144
434,2.70264956477904,0.113526685813715
435,2.7816685589135766,0.11435691576523282
436,2.8629978790020973,0.11451510165163684
437,2.9467050734368865,0.11471549755555764
438,3.0328596655632816,0.11564699165710327
439,3.121533211422569,0.11500594631488853
440,3.2127993591831374,0.11562102771240408
441,3.3067339103092555,0.11596603437055739
442,3.403414882518304,0.11602206143957589
443,3.502922574578667,0.11599651559130589
444,3.6053396330022207,0.11653073630382974
445,3.7107511206867168,0.11673692848197381
446,3.8192445875651133,0.11720371667827556
447,3.930910143320523,0.1172675230445428
448,4.04584053222717,0.11777364961393572
449,4.164131210179517,0.11818783150035937
450,4.285880423973543,0.11830533237519493
451,4.411189292906011,0.11806723180540765
452,4.540161892759507,0.11933322597717344
453,4.672905342242991,0.11916318150732358
454,4.809529891959681,0.1194935653308529
455,4.95014901597612,0.12003455284740251
456,5.0948795060685255,0.12035953533133684
457,5.243841568724664,0.12040880302761992
458,5.3971589249818255,0.12018834325557387
459,5.554958913183835,0.12091055594001082
460,5.717372594742417,0.1215810250976847
461,5.884534862990779,0.1218392860938719
462,6.056584555219804,0.12195433235741815
463,6.233664567989926,0.12212164598753757
464,6.415921975814435,0.12193379822820605
465,6.603508153312801,0.12277662261034057
466,6.796578900935477,0.1230604869854855
467,6.995294574364578,0.1234290485492687
468,7.199820217697941,0.12321043982750753
469,7.41032570052716,0.12353341618855729
470,7.626985859023436,0.12374464388313791
471,7.849980641148523,0.1240138929486524
472,8.079495256111137,0.1244495878990183
473,8.315720328193265,0.12472688787465053
474,8.55885205507391,0.1256499396614154
475,8.809092370781856,0.12555726065649173
476,9.06664911341279,0.12565677670545083
477,9.33173619775006,0.12600123690928905
478,9.60457379293245,0.12626529411720575
479,9.885388505316556,0.12673075834118788
480,10.174413566685578,0.12765883401466338
481,10.47188902796093,0.12694120282196825
482,10.778061958577487,0.12787829676399515
483,11.093186651688091,0.12833792071154448
484,11.417524835367752,0.12752135509030377
485,11.75134588999294,0.1282865262107874
486,12.094927071976548,0.12912469889422193
487,12.448553744044295,0.1288715263169553
488,12.812519612243904,0.12922231289260455
489,13.187126969883815,0.12984868179119455
490,13.572686948604115,0.12994094801308603
491,13.969519776788161,0.13036411565232384
492,14.377955045529546,0.13074991417732298
493,14.798331982375302,0.1306324099941421
494,15.230999733072695,0.13070763066981547
495,15.676317651553626,0.1311703105088032
496,16.134655598397476,0.131518316429364
497,16.606394248020283,0.13226555742446916
498,17.091925404845384,0.1321206212935946
499,17.591652328718265,0.13193963955493007
500,18.105990069835446,0.13328167899181997
501,18.635365813466226,0.13304104795628388
502,19.180219234753057,0.13339617657437305
503,19.741002863885523,0.13373822609171893
504,20.31818246195109,0.13443665692350892
505,20.91223740777482,0.13448632039696823
506,21.52366109606942,0.13440779431766023
507,22.152961347226142,0.1350672357201612
508,22.800660829087082,0.1356945420980071
509,23.46729749104902,0.13575244124440317
510,24.153425010859465,0.1359106945399101
511,24.859613254475914,0.13678320367431995
512,25.5864487493703,0.13634212723549397
513,26.334535171671746,0.13759633675910665
514,27.10449384755217,0.13722438096220976
515,27.896964269271237,0.1374957834399122
516,28.71260462630922,0.13791301926627228
517,29.55209235202888,0.13820041699193142
518,30.416124686320494,0.13883792320984592
519,31.305419254697206,0.13953831564414235
520,32.22071466432178,0.13903927820156714
521,33.16277111745975,0.13988221878391258
522,34.13237104286842,0.139799854717797
523,35.13031974564622,0.14019773660369209
524,36.157446076082095,0.14073610019283964
525,37.214603118060396,0.1415645577759485
526,38.30266889759313,0.14162027538537889
527,39.4225471120679,0.14211421147483716
528,40.57516788081772,0.14216939278717536
529,41.76148851763484,0.142768262949622
530,42.98249432587187,0.1431885693497155
531,44.23919941678938,0.14299114379172165
532,45.532647551830024,0.14370185809072875
533,46.86391300951881,0.14388441676876973
534,48.234101477709416,0.14453373592836166
535,49.64435097191765,0.14507371304975183
536,51.09583278050483,0.14571769512911795
537,52.589752437495974,0.14580758108214942
538,54.127350723840934,0.1463266113078287
539,55.709904697949995,0.1463442511353061
540,57.3387287563598,0.14737520974091284
541,59.0151757254107,0.14817197741405497
542,60.740637984842074,0.14791960058659143
543,62.51654862423888,0.14803002175047542
544,64.34438263328994,0.148780923650011
545,66.22565812684657,0.14925483903137118
546,68.16193760579891,0.14949734093200787
547,70.15482925481727,0.14997700245089687
548,72.2059882780364,0.15050979750171328
549,74.3171182737919,0.15105413673071533
550,76.48997264955057,0.15176443052445837
551,78.72635607821009,0.15177349683990887
552,81.02812599697722,0.15237043396102454
553,83.39719415006984,0.1531351315385039
554,85.83552817652358,0.15310716332711755
555,88.3451532444223,0.15367083326707226
556,90.92815373291016,0.15401201600177897
557,93.58667496337996,0.1547653421988707
558,96.32292498127923,0.1552297787986836
559,99.13917639001093,0.15561981215846044
560,102.03776823845337,0.15683237415525456
561,105.0211079636666,0.15680806398124358
562,108.09167339039884,0.1571861446885599
563,111.25201478905385,0.15750554961885163
564,114.50475699382812,0.1584508472435467
565,117.85260158277747,0.15884810429530705
566,121.29832912162348,0.15959915178712517
567,124.84480147316354,0.1599466629129243
568,128.49496417420238,0.1605364636030137
569,132.25184888197944,0.16097303212178815
570,136.11857589212408,0.1616284317743394
571,140.09835673022934,0.16253564093668602
572,144.19449681919767,0.1632095901045153
573,148.41039822457284,0.1633985822448845
574,152.74956248013942,0.16435031733127103
575,157.21559349613537,0.16450802921210858
576,161.81220055249432,0.1649728201835365
577,166.54320137960278,0.16544048400233513
578,171.41252532913143,0.1661789724664533
579,176.4242166375738,0.1665153314311944
580,181.58243778520318,0.1672306638963854
581,186.8914729532372,0.16835161478116886
582,192.35573158208175,0.1684726441223442
583,197.97975203360915,0.16895727277363448
584,203.76820536051267,0.17007767585412376
585,209.72589918586948,0.17069629165337277
586,215.8577816961288,0.171456970001248
587,222.16894575084967,0.1715700286568092
588,228.66463311259528,0.17220638026546894
589,235.35023880050005,0.17259491082180617
590,242.23131557112418,0.17307620309138
591,249.31357853031793,0.17399978295097612
592,256.6029098799256,0.17484267616459062
593,264.105363803272,0.17544352139640187
594,271.8271714934882,0.17577088433147786
595,279.7747463288545,0.1765357316318414
596,287.95468919945694,0.17688934352882216
597,296.3737939895833,0.17768742376342156
598,305.0390532204107,0.17794785148083575
599,313.95766385767206,0.1787678984784515
600,323.13703328912493,0.17949163705835805
601,332.5847854767869,0.180077755986792
602,342.3087672890478,0.18044294392784227
603,352.3170550179177,0.181258220676715
604,362.6179610868235,0.18162249093382926
605,373.2200409545254,0.18248680735183898
606,384.1321002208877,0.18329691410882828
607,395.3632019404046,0.18367823943962502
608,406.9226741495567,0.184751352239792
609,418.82011761424894,0.18459750810739478
610,431.06541380376507,0.18512325494660703
611,443.66873309786155,0.18589033739042704
612,456.6405432338164,0.18640620716766815
613,469.99161800045357,0.1871157170184087
614,483.7330461863514,0.18767367444927333
615,497.87624078968344,0.18796635534018907
616,512.4329484973294,0.18874986148998074
617,527.4152594411324,0.18923000273314697
618,542.835617239407,0.18996449796873235
619,558.7068293320355,0.19060144140173566
620,575.0420776177388,0.1911400848790979
621,591.8549294023551,0.19223203377361
622,609.15934866722,0.19264659957439167
623,626.969707667007,0.19304748780406406
624,645.3007988666616,0.19328281424499474
625,664.1678472273414,0.19426484429065832
626,683.5865228515694,0.19442126492930306
627,703.5729539980996,0.1952443701816135
628,724.1437404773077,0.19585582750905656
629,745.3159674382292,0.19634853963174156
630,767.107219558699,0.19709307452242766
631,789.5355956503751,0.19736458366296677
632,812.6197236907802,0.19783510380002756
633,836.3787762948423,0.19827930484584025
634,860.8324866387862,0.1988168107362052
635,886.0011648496034,0.19943648201745307
636,911.9057148737079,0.2000978957844823
637,938.5676518387938,0.2011657886950644
638,966.00911992331,0.20155800631290027
639,994.2529107483958,0.20206646097424602
640,1023.3224823075544,0.20232093997904743
641,1053.2419784497822,0.20316626964695736
642,1084.0362489323393,0.20344936642808592
643,1115.730870059815,0.20400784517981543
644,1148.3521659266307,0.20458597365202655
645,1181.9272302806205,0.20503973362666056
646,1216.4839490258526,0.20541148193229922
647,1252.0510233833786,0.20631657228432038
648,1288.6579937291476,0.20688008758419396
649,1326.335264128883,0.2072074154083328
650,1365.1141275903015,0.20763550416403537
651,1405.0267920536464,0.2085365004319702
652,1446.10640714212,0.20913337825883507
653,1488.3870916944368,0.20941873780814269
654,1531.903962102361,0.21021611194393908
655,1576.6931614767602,0.21041672526232322
656,1622.7918896664364,0.21122507020391174
657,1670.2384341545708,0.21189533048938783
658,1719.0722018585711,0.21239700806423129
659,1769.3337518596393,0.21291966384858294
660,1821.064829089278,0.21356449307823794
661,1874.3083990007108,0.21411395316201634
662,1929.108683254011,0.21452166768587863
663,1985.5111964445787,0.2153308946958925
664,2043.56278390547,0.21599601225208934
665,2103.311660614976,0.2164828958698989
666,2164.807451241766,0.21705432960034635
667,2228.1012313608544,0.21764171605775168
668,2293.2455698746235,0.21828012079851022
669,2360.2945726741373,0.21905444073385627
670,2429.3039275770043,0.2193130393824667
671,2500.330950579118,0.22024351031241213
672,2573.4346334586867,0.22073145093981872
673,2648.6756927720903,0.2212405074446242
674,2726.1166202822606,0.2221208231900564
675,2805.8217348614635,0.22253769913036503
676,2887.8572359115965,0.2234760075485948
677,2972.291258346367,0.22382827029299818
678,3059.193929181018,0.22463434892820014
679,3148.6374257765997,0.22508562597740245
680,3240.696035787167,0.2259283338053198
681,3335.446218859687,0.2268254691263562
682,3432.9666701379065,0.22737114386312066
683,3533.338385622916,0.2279382610743813
684,3636.644729444704,0.22849660815936623
685,3742.9715031005694,0.22935267407447252
686,3852.407016717897,0.22985819694158566
687,3965.042162400488,0.230579610404013
688,4080.9704897193606,0.23124339987660944
689,4200.288283410721,0.23215292545770375
690,4323.094643345635,0.23269450643193046
