,0,1,2,3,4,5,6,7
0,85298.4267713085,84957.04745189201,70359.50625882568,30303.51452826133,22818.826350236144,22285.747452459935,116765.77046034727,2681352255120.6313
1,85340.59993170018,84932.76500969086,69822.51894787702,30540.229856223603,22861.051729607923,21900.57419336382,182082.31218335376,302495622269.076
2,85315.8674725575,84877.90407756179,70017.88784117888,30507.575609766773,22471.5223857754,21634.78788906853,322210.0152865987,74286315171.86484
3,85352.16531223939,84858.0995550125,70827.239120373,30286.439067132735,22957.97062050479,22538.112473164318,47256.61861138097,297622044228518.1
4,85322.8243497451,84933.1948271376,70698.09417202283,30168.52669924934,22895.258707657293,23147.853478227895,97713.18953662722,25546197342275.69
5,85327.918107113,84960.00469738794,69995.16955670723,29899.10614029194,22538.099752601986,21842.543234543555,155887.69660955094,7393944646623.709
6,85316.29073737604,84936.53134416699,70402.09956820493,30573.358234307874,23096.89661790476,22740.135091497126,48489.748753354266,1140319043608.8147
7,85334.93870107378,84959.23109651174,70434.76108491125,30224.795114509725,23050.300760486825,22132.014875048306,31367444.269200347,19119419605885.48
8,85362.42787821885,84935.89347710562,72221.50527168936,31301.51001209062,26348.502098004392,26592.919584075156,114497.15964868602,6522456137.3157425
9,85311.05228169731,85334.96939568731,85222.76043419805,72435.49565867092,42801.567959212334,48521.28107507348,2293045.8508184096,165651355604.61646
