,0,1,2,3,4,5,6,7
0,85343.20171633275,84446.13913206398,71788.70417187724,30672.64108832187,12345.97346750201,13428.056870482327,77138.436718958,132635.28615945944
1,85329.1841842784,84438.56454107353,71678.35479866584,30688.60023262373,12967.304200842915,12990.207956936938,60954.2882403558,177775.1923999177
2,85325.828590458,84469.50693340256,71692.49506220312,30847.270303457764,12511.670577892774,12094.185074468123,70442.24203882953,162989.61047917025
3,85349.1514179858,84458.7189308524,71777.97874011188,31442.768231915445,12443.346406903895,12782.964502619738,87221.22386306578,142442.97312820377
4,85343.12348418574,84476.07379320529,71838.51990540768,30351.595804662917,11922.106561917692,13344.675753025896,57096.23912645589,129883.2371280822
5,85320.50732703191,84485.66938080329,71752.5512405385,30403.573917772766,12291.992629516084,13452.130345025973,39277.32153275258,107888.96307912996
6,85341.85014466282,84462.93071567241,71765.81918053105,30482.171786039537,12556.814254287387,12971.110246580416,44679.52454115653,155644.88693623434
7,85346.7123919943,84440.06549950635,71795.01481858766,30701.628496056073,13225.888403647497,16357.553468322662,85867.1400894243,140107.21722015823
8,85367.35725368929,85135.5841099508,74844.88715934422,34412.29487994216,25006.134622145553,32906.296414569675,85597.47127590774,140774.39923887755
9,85372.41514612953,85367.89300387313,85376.21351218535,85368.01194794368,85369.33716954224,85489.13854075258,84920.28509562436,133005.25195062812
