,0,1,2,3,4,5,6,7
0,85339.49760660825,84966.45023010975,80598.01607547,59383.76021650387,21771.148380317067,27035.805694272596,53317.242098641385,62061.89916874967
1,85356.67256480057,84955.77604649044,80648.90228670914,59316.44972711281,21614.47850511077,26141.14333600715,54031.51371952605,64844.21472096661
2,85329.27255419672,84930.58288898825,80559.86958075684,59390.534399604425,21961.593379213005,25630.204215739494,54149.944417414066,62168.17422166341
3,85334.17575107915,84954.94186859876,80744.04224964567,59519.18736113103,21549.300278515817,26879.71780971524,53693.90089212222,60318.81901024205
4,85336.15620415934,84991.62633457211,80658.58007847852,59464.08460252449,21691.729887820453,25475.98151431047,52442.15926506482,62060.889976871185
5,85325.17979925196,85013.03986950422,80593.16533490218,59414.3287798311,21474.180149547843,25929.99668658369,54023.41767845857,64197.988765176306
6,85307.58514989316,84980.6274188419,80696.91075617023,59334.0728877801,21438.45319853515,24396.014416167232,52520.341496069996,73299.14991068142
7,85323.82594868955,84955.49896919623,80708.19507695953,59392.74850404686,21913.576294712188,26069.676711909193,55300.06366887751,94352.09625218503
8,85353.60807612099,84983.77542767655,80969.90958231705,59988.0247557503,25203.163632392556,27600.860673418945,86312.1951107185,90925.36854708972
9,85360.94420702026,85341.43648231038,85165.01171837954,75107.73342571715,42898.701786479774,50803.96789843131,86111.94673228743,108442.69271338153
