,batchsize,datapoints,degree,analytical_error,eta_ADAM,eta_RMSprop,eta_SGD,t0,t1,epochs,MSE_SGD,MSE_RMSprop,MSE_decay,MSE_ADAM
0,16,200,5,33500.596565065105,0.1,0.1,0.001,1000,100000.0,1.0,82725.26977984914,83283.74205358462,70429.08656137699,85067.8850198259
1,16,200,5,33500.596565065105,0.1,0.1,0.001,1000,100000.0,10.0,70975.20136790446,74555.05320216305,51301.90882928358,76768.9963858951
2,16,200,5,33500.596565065105,0.1,0.1,0.001,1000,100000.0,100.0,50512.22245123741,52670.64946508089,44392.384657807735,56197.400324904695
3,16,200,5,33500.596565065105,0.1,0.1,0.001,1000,100000.0,1000.0,44346.85926116185,43746.45182144844,41232.6443161437,45192.43092400257
4,16,200,5,33500.596565065105,0.1,0.1,0.001,1000,100000.0,10000.0,39963.683357541275,39624.492403206976,39302.30863008306,40415.34836221786
