,0,1,2,3,4,5,6,7
0,85346.3621009475,85091.43479579726,82160.47719893837,70537.11945734327,39350.849139512975,46738.256666840825,67295.6362123954,70011.95988391043
1,85352.99740201027,85065.08729061915,82307.82936561074,70622.46531328809,30870.295573224488,47832.20870943497,65964.97475719255,78039.8720980027
2,85345.50577140323,85117.75021107288,82410.72027236747,71005.73796490053,35438.953971591705,46602.65777390452,69529.36572926349,79065.95823372125
3,85339.03560524128,85081.0529406804,82379.89979824753,70821.90438298392,32647.343831461156,45080.011802323184,63890.643560861776,79669.56125780373
4,85357.50408626275,85041.45767067777,82334.02765453067,70815.90661411852,29396.509898076514,46949.56061940755,64709.627331342854,72357.42172058162
5,85356.6827089519,85091.23161696197,82287.23852580859,70577.94838337126,41371.20635834641,47405.34623188496,65898.28888207089,77374.23533828997
6,85368.50535229775,85032.99478204029,82223.729438203,70904.90369871286,30073.8369086346,46708.7054990928,68221.90944093681,86467.1846760343
7,85352.03767239825,85073.44903461663,82277.02691286235,70369.77129727032,31108.39675286064,45436.54323356753,66080.8628361492,88060.55768728064
8,85355.87945501445,85162.86914726355,82419.19673455597,70395.14496167119,31430.525023356935,46548.11996250875,85608.61467401555,87520.24588018391
9,85377.45699805429,85366.24311133297,85359.87032202925,85374.55370324204,85356.17910678544,85392.74673159326,85513.14974848197,87078.39877260326
