,0,1,2,3,4,5,6,7
0,85359.47352485615,85167.86621557431,48412.75379092695,25514.395346411486,20379.61471311886,26602.79800623835,85323.90727044325,43175118854549.11
1,85373.55289270662,85165.80356540377,49822.93491822311,25817.24847708002,20338.781654326685,30534.6925598762,352367.1586046535,141164207209841.25
2,85350.85613234135,85182.42629239106,49140.74701045347,25405.13467144118,20459.5402684299,27159.334726113604,86281.77263958953,709151918.2549877
3,85353.49606396946,85182.11039172094,48552.30744416792,25381.337917617046,20208.65889456522,25467.27539617325,85254.12203967935,2660981027782.2124
4,85347.14883309814,85191.40978062028,50340.15024995843,25776.51537523137,20668.949464840254,28285.568441117375,150641.6443076763,30029919.085791945
5,85369.88454958748,85184.74239985137,49138.02392508328,25166.03269003854,20286.616050412937,25565.69451116374,105415.92712105403,38128937687.991684
6,85368.6107054923,85158.80057840177,49841.575688130906,25452.09683151745,20141.611491199892,25504.646370907354,2256310.257429271,163387660478939.8
7,85366.08032826202,85174.56278131728,50700.93722776439,25765.894719139436,20488.070487404904,23625.028967575174,85252.30419875594,6648861680.323478
8,85364.87819205165,85220.13664836739,54753.25861557105,26224.56912397449,22630.31789067986,26135.49083127718,85819.68631984094,66952546.84092256
9,85380.6466733118,85368.77587273184,85363.31797058799,85374.55769232039,85356.08783006712,85383.20467868054,86143.42824369701,35377983.407324865
