,0,1,2,3,4,5,6,7
0,85003.54013025372,80890.34256699313,59358.44446127342,19567.33569115152,7583.879732022086,26191.67802255485,48767.728710106676,58382.2373339119
1,84969.20130665955,80845.41712654787,59267.658414756894,18291.631616487626,7448.050131705082,25768.448382842274,48182.4117367976,57111.35505511686
2,84973.36533128854,80915.19003811518,59218.96686010076,18242.45185702938,7642.106687986748,26166.182351381296,47353.98088485298,54286.380688564655
3,85007.9066719744,80898.80165348198,59289.18577410579,18842.522390273407,7322.012122300129,25370.983701126872,49784.6589927747,60983.73089806123
4,84954.05172114598,80956.79022899696,59441.82465892164,18353.56466126796,7572.939654609179,27965.26890025612,48010.21651775844,56721.99920300608
5,84947.2244489047,80976.75352206224,59339.94293933555,18708.383926700364,7542.104998457289,26722.780580591254,49027.759574055395,59503.1306972097
6,84968.23217354779,80933.70718134486,59375.769522778595,18578.90016449186,7641.958112166981,26155.994346667056,48991.424697011884,88373.36894881201
7,84973.85581475352,80821.97567372957,59337.561190243905,18473.24334608495,7534.339306608423,26027.700407309145,75195.38182045681,91684.69470945027
8,84995.17203923597,81274.60465836633,59999.242558050566,21366.816584143155,17321.92316251198,35763.663101947306,85923.11816228674,86482.89830878485
9,85314.22588315497,85139.58260630872,76113.28816381368,38733.23655782685,33737.94077373298,49486.8037224177,85901.2532430016,89794.10469496946
