# 1alpha 0.05eta,1alpha 0.01eta,5alpha 0.05eta,5alpha 0.01eta,10alpha 0.05eta,10alpha 0.01eta,
5.530791870117187727e+02,1.258989550781250045e+03,5.530673217773437500e+02,1.258990014648437409e+03,5.530408447265624545e+02,1.258986376953125045e+03
1.991398406982421818e+02,1.030242333984374909e+03,1.991377685546875114e+02,1.030245361328125000e+03,1.991213378906250000e+02,1.030244775390624909e+03
7.199728698730469034e+01,8.430711303710937727e+02,7.199893798828125568e+01,8.430722045898437500e+02,7.199823150634765057e+01,8.430690063476562273e+02
2.744174842834472727e+01,6.899457031250000227e+02,2.745874137878417898e+01,6.899403930664062727e+02,2.747510986328125071e+01,6.899387573242187273e+02
1.416339569091796946e+01,5.646639526367187045e+02,1.416297531127929688e+01,5.646544921874999545e+02,1.420998172760009837e+01,5.646532348632812273e+02
1.053663940429687429e+01,4.621592834472656364e+02,1.054610633850097656e+01,4.621514587402343750e+02,1.056742725372314418e+01,4.621475036621093864e+02
9.032274246215820312e+00,3.782870666503906136e+02,9.034889793395995738e+00,3.782795837402343864e+02,9.066692352294921875e+00,3.782755981445312727e+02
8.119487380981444957e+00,3.096615295410156250e+02,8.114129447937012074e+00,3.096609497070312500e+02,8.142789077758788352e+00,3.096516845703125114e+02
7.460627365112304510e+00,2.535088531494140511e+02,7.455683517456054510e+00,2.535094512939453182e+02,7.473643875122069957e+00,2.535021087646484261e+02
6.949844360351562500e+00,2.075608276367187557e+02,6.936661434173584162e+00,2.075636718750000114e+02,6.930291175842285156e+00,2.075624633789062443e+02
6.484570407867431996e+00,1.699317291259765739e+02,6.472088241577148793e+00,1.699360076904296761e+02,6.464413642883300781e+00,1.699344146728515739e+02
6.141423130035400746e+00,1.391559539794921818e+02,6.127503108978271662e+00,1.391619628906250057e+02,6.103462219238281250e+00,1.391638122558593693e+02
5.800627899169922053e+00,1.139571319580078068e+02,5.778787612915039062e+00,1.139616867065429631e+02,5.754875373840332209e+00,1.139676422119140682e+02
5.515544509887694957e+00,9.335837249755859091e+01,5.480629348754883168e+00,9.336447601318359091e+01,5.465283393859863281e+00,9.337206573486328409e+01
