# 1alpha 0.05eta,1alpha 0.01eta,5alpha 0.05eta,5alpha 0.01eta,10alpha 0.05eta,10alpha 0.01eta,
5.530739135742187500e+02,1.258975488281249909e+03,5.530687255859375000e+02,1.258976171875000091e+03,5.530085205078124773e+02,1.258967065429687409e+03
1.991431915283203011e+02,1.030235620117187409e+03,1.991236267089843750e+02,1.030243188476562409e+03,1.990784423828125114e+02,1.030241357421874909e+03
7.221613922119141193e+01,8.430594726562500227e+02,7.217920532226563068e+01,8.430623046875000455e+02,7.213393707275390909e+01,8.430546386718749545e+02
2.818696441650390483e+01,6.899191040039062273e+02,2.818071594238281108e+01,6.899132080078125000e+02,2.816411666870117259e+01,6.899190429687499773e+02
1.548940582275390554e+01,5.646241455078125000e+02,1.545908527374267649e+01,5.646175292968749773e+02,1.547819805145263672e+01,5.646212036132812955e+02
1.220543479919433594e+01,4.621229614257812273e+02,1.220063476562500071e+01,4.621138732910156364e+02,1.217076206207275391e+01,4.621148559570312386e+02
1.088359985351562464e+01,3.782512390136718636e+02,1.087910079956054688e+01,3.782516052246093636e+02,1.086320343017578161e+01,3.782498168945312500e+02
1.013083152770996165e+01,3.096352539062500000e+02,1.012546234130859446e+01,3.096420593261718750e+02,1.010573806762695348e+01,3.096336303710937727e+02
9.639060974121093750e+00,2.534896881103515511e+02,9.645855331420898793e+00,2.534978363037109261e+02,9.617113685607909801e+00,2.534874511718749943e+02
9.288645553588867898e+00,2.075486877441406364e+02,9.279849815368653054e+00,2.075574310302734489e+02,9.223356246948242188e+00,2.075514587402343807e+02
8.960988235473632102e+00,1.699283233642578068e+02,8.951530647277831321e+00,1.699386291503906250e+02,8.894800949096680398e+00,1.699318664550781364e+02
8.748303604125975852e+00,1.391711029052734432e+02,8.736642265319824574e+00,1.391843536376953239e+02,8.668634796142578480e+00,1.391772460937500000e+02
8.533661270141601918e+00,1.139959793090820312e+02,8.516081428527831676e+00,1.140092300415039119e+02,8.446558761596680398e+00,1.140056167602539006e+02
8.366422653198242188e+00,9.343323364257813068e+01,8.353427505493163707e+00,9.344585723876953409e+01,8.274137878417969105e+00,9.344343566894531250e+01
8.206902980804443359e+00,7.662417602539062500e+01,8.197783470153808594e+00,7.663532714843749716e+01,8.118008422851563211e+00,7.664063568115234659e+01
