Activation_function,regulizer,batch_size,lambda,eta,train_err,test_err
sigmoid,l1,25,1.000000e-09,1.000000e-03,781.104675,781.214417
sigmoid,l1,25,1.000000e-08,1.000000e-03,829.540649,829.676880
sigmoid,l1,25,1.000000e-07,1.000000e-03,823.278198,823.413757
sigmoid,l1,25,1.000000e-06,1.000000e-03,828.995300,829.131531
sigmoid,l1,25,1.000000e-05,1.000000e-03,837.103821,837.237793
sigmoid,l1,25,1.000000e-04,1.000000e-03,769.817932,769.919678
sigmoid,l1,25,1.000000e-03,1.000000e-03,738.756714,738.825134
sigmoid,l1,25,1.000000e-09,1.000000e-02,8.923559,15.849438
sigmoid,l1,25,1.000000e-08,1.000000e-02,8.570129,15.715450
sigmoid,l1,25,1.000000e-07,1.000000e-02,8.815095,15.168855
sigmoid,l1,25,1.000000e-06,1.000000e-02,7.437065,14.121542
sigmoid,l1,25,1.000000e-05,1.000000e-02,8.116220,15.222539
sigmoid,l1,25,1.000000e-04,1.000000e-02,9.962623,16.376167
sigmoid,l1,25,1.000000e-03,1.000000e-02,178.966080,179.075546
sigmoid,l1,25,1.000000e-09,1.000000e-01,33.062057,34.314747
sigmoid,l1,25,1.000000e-08,1.000000e-01,41.455750,42.389122
sigmoid,l1,25,1.000000e-07,1.000000e-01,36.648682,37.036076
sigmoid,l1,25,1.000000e-06,1.000000e-01,31.179375,31.621710
sigmoid,l1,25,1.000000e-05,1.000000e-01,32.602245,33.600384
sigmoid,l1,25,1.000000e-04,1.000000e-01,48.138882,50.002438
sigmoid,l1,25,1.000000e-03,1.000000e-01,92.771851,92.918121
sigmoid,l1,25,1.000000e-09,1.000000e+00,66.196159,65.765579
sigmoid,l1,25,1.000000e-08,1.000000e+00,57.317959,57.152428
sigmoid,l1,25,1.000000e-07,1.000000e+00,88.775871,88.508148
sigmoid,l1,25,1.000000e-06,1.000000e+00,76.600021,76.010727
sigmoid,l1,25,1.000000e-05,1.000000e+00,78.531998,77.928879
sigmoid,l1,25,1.000000e-04,1.000000e+00,133.053802,133.194504
sigmoid,l1,25,1.000000e-03,1.000000e+00,191.469467,191.579590
sigmoid,l2,25,1.000000e-09,1.000000e-03,812.988220,813.129272
sigmoid,l2,25,1.000000e-08,1.000000e-03,837.660828,837.794495
sigmoid,l2,25,1.000000e-07,1.000000e-03,775.434998,775.540649
sigmoid,l2,25,1.000000e-06,1.000000e-03,823.939697,824.075195
sigmoid,l2,25,1.000000e-05,1.000000e-03,880.276428,880.372742
sigmoid,l2,25,1.000000e-04,1.000000e-03,802.364197,802.489014
sigmoid,l2,25,1.000000e-03,1.000000e-03,764.024841,764.120483
sigmoid,l2,25,1.000000e-09,1.000000e-02,8.073658,14.953537
sigmoid,l2,25,1.000000e-08,1.000000e-02,8.350347,14.390250
sigmoid,l2,25,1.000000e-07,1.000000e-02,7.890371,14.609171
sigmoid,l2,25,1.000000e-06,1.000000e-02,7.770722,14.648210
sigmoid,l2,25,1.000000e-05,1.000000e-02,8.452240,15.038598
sigmoid,l2,25,1.000000e-04,1.000000e-02,10.804015,16.762241
sigmoid,l2,25,1.000000e-03,1.000000e-02,13.745821,17.450062
sigmoid,l2,25,1.000000e-09,1.000000e-01,37.294998,37.986217
sigmoid,l2,25,1.000000e-08,1.000000e-01,33.212490,33.466530
sigmoid,l2,25,1.000000e-07,1.000000e-01,34.054024,34.981724
sigmoid,l2,25,1.000000e-06,1.000000e-01,32.922920,34.078346
sigmoid,l2,25,1.000000e-05,1.000000e-01,45.824547,46.131199
sigmoid,l2,25,1.000000e-04,1.000000e-01,65.299736,66.287392
sigmoid,l2,25,1.000000e-03,1.000000e-01,100.221436,100.043083
sigmoid,l2,25,1.000000e-09,1.000000e+00,68.194717,67.892960
sigmoid,l2,25,1.000000e-08,1.000000e+00,73.961044,74.803871
sigmoid,l2,25,1.000000e-07,1.000000e+00,117.542931,117.998352
sigmoid,l2,25,1.000000e-06,1.000000e+00,182.479706,182.590057
sigmoid,l2,25,1.000000e-05,1.000000e+00,179.155350,179.264801
sigmoid,l2,25,1.000000e-04,1.000000e+00,179.269684,179.378738
sigmoid,l2,25,1.000000e-03,1.000000e+00,181.943741,182.054688
elu,l1,25,1.000000e-09,1.000000e-03,18.206738,22.679787
elu,l1,25,1.000000e-08,1.000000e-03,17.064440,22.465111
elu,l1,25,1.000000e-07,1.000000e-03,22.131744,26.594200
elu,l1,25,1.000000e-06,1.000000e-03,18.319120,23.059940
elu,l1,25,1.000000e-05,1.000000e-03,17.770866,23.364277
